transaction_id,customer_id,segment,amount,payment_method,failure_reason,failed_at,hour,day_of_week,is_subscription,time_since_failure_hr,customer_total_transactions,customer_successful_transactions,customer_failed_transactions,customer_success_rate,customer_lifetime_value,customer_preferred_method,method_matches_preference,prior_recovery_attempts,prior_recovery_successes,customer_opted_out,recovered
T900175,C105126,casual,630.0,card,card_declined,2026-08-19 11:02:42.763620,20,1,0,0.95,44,33,11,0.75,12536.45,upi,0,13,8,0,0
T900176,C107818,new,149.0,card,card_declined,2026-08-16 10:23:16.015640,4,3,0,1.61,38,20,18,0.526,749.29,upi,0,7,3,0,0
T900177,C105288,casual,480.0,card,network_error,2026-08-13 18:14:20.651276,22,5,1,17.76,23,17,6,0.739,14868.16,upi,0,1,0,0,0
T900178,C101178,casual,100.0,upi,bank_timeout,2026-08-12 04:51:37.178956,0,4,1,7.14,9,5,4,0.556,2239.3,netbanking,0,5,3,0,0
T900179,C104693,new,100.0,upi,network_error,2026-08-17 23:25:56.889858,5,3,0,12.57,155,62,93,0.4,2896.1,upi,1,18,5,1,0
T900180,C101283,casual,650.0,card,network_error,2026-08-12 09:14:37.788454,1,4,1,26.76,42,33,9,0.786,12426.18,upi,0,7,5,1,0
T900181,C101185,loyal,2139.0,upi,network_error,2026-08-13 05:17:30.405260,8,1,0,6.71,11,9,2,0.818,41740.57,card,0,1,0,0,1
T900182,C107421,new,149.0,upi,insufficient_funds,2026-08-15 00:30:24.761494,1,5,0,11.49,26,12,14,0.462,550.08,card,0,13,4,0,0
T900183,C101380,new,149.0,upi,insufficient_funds,2026-08-20 07:44:33.148975,21,5,1,4.26,88,55,33,0.625,168.12,upi,1,14,8,0,1
T900184,C103695,casual,1090.0,card,payment_link_expired,2026-08-20 20:25:12.174233,21,3,1,15.58,57,36,21,0.632,14178.29,upi,0,9,4,0,0
T900185,C107267,loyal,1069.0,upi,bank_timeout,2026-08-18 02:35:10.634709,16,6,1,9.41,13,10,3,0.769,36881.42,card,0,0,0,0,0
T900186,C104829,high_value,5949.0,upi,otp_failure,2026-08-21 06:13:22.373044,20,3,0,5.78,62,50,12,0.806,169632.59,netbanking,0,10,7,0,1
T900187,C103552,casual,409.0,upi,bank_timeout,2026-08-13 11:35:42.220889,20,3,0,0.4,76,50,26,0.658,7832.75,upi,1,14,7,0,0
T900188,C102588,loyal,2080.0,wallet,insufficient_funds,2026-08-20 08:32:33.999122,5,6,0,3.46,79,58,21,0.734,56031.3,card,0,10,7,0,1
T900189,C100981,new,100.0,card,insufficient_funds,2026-08-18 09:02:37.539292,22,0,0,2.96,126,75,51,0.595,2061.37,upi,0,18,7,1,0
T900190,C106880,new,199.0,upi,network_error,2026-08-12 04:19:12.938925,17,0,0,7.68,10,5,5,0.5,813.15,card,0,4,2,1,0
T900191,C106418,new,199.0,card,gateway_error,2026-08-19 10:42:15.135941,15,2,0,1.3,40,19,21,0.475,1050.59,upi,0,13,6,0,1
T900192,C107348,casual,290.0,upi,network_error,2026-08-14 05:19:20.825717,10,3,0,6.68,83,54,29,0.651,6141.53,card,0,17,12,0,0
T900193,C106185,new,100.0,upi,bank_timeout,2026-08-13 11:55:46.748748,16,5,0,0.07,76,41,35,0.539,646.87,upi,1,27,12,0,0
T900194,C103802,casual,490.0,upi,gateway_error,2026-08-19 08:40:38.530703,8,6,0,3.32,120,91,29,0.758,10228.77,upi,1,23,18,0,1
T900195,C101507,casual,189.0,upi,insufficient_funds,2026-08-15 18:57:47.032653,14,3,0,17.04,54,35,19,0.648,5093.68,netbanking,0,11,6,0,0
T900196,C107071,new,149.0,upi,bank_timeout,2026-08-12 09:43:04.589959,5,2,1,2.28,102,47,55,0.461,646.65,card,0,21,11,0,0
T900197,C101594,casual,299.0,upi,bank_timeout,2026-08-14 03:57:59.424614,6,5,0,8.03,126,100,26,0.794,5372.78,card,0,20,15,0,1
T900198,C103633,casual,399.0,netbanking,otp_failure,2026-08-15 11:46:22.624548,20,3,0,0.23,40,30,10,0.75,10937.17,upi,0,7,5,0,1
T900199,C105244,casual,390.0,card,network_error,2026-08-15 02:08:51.639043,16,6,0,9.85,52,27,25,0.519,12724.69,card,1,19,11,0,1
T900200,C106800,new,199.0,upi,network_error,2026-08-13 10:29:47.909677,12,5,1,1.5,40,15,25,0.375,1512.79,upi,1,8,3,0,0
T900201,C106768,loyal,1019.0,wallet,insufficient_funds,2026-08-12 05:19:21.861318,14,1,1,6.68,22,19,3,0.864,29512.75,upi,0,0,0,0,0
T900202,C102808,casual,150.0,card,insufficient_funds,2026-08-13 09:15:10.045869,13,6,0,2.75,44,27,17,0.614,4711.58,netbanking,0,15,8,0,0
T900203,C100946,casual,149.0,card,insufficient_funds,2026-08-21 02:40:47.319712,18,3,0,9.32,36,23,13,0.639,3914.35,card,1,9,5,0,0
T900204,C103802,casual,1140.0,card,card_declined,2026-08-20 08:34:51.766218,0,3,0,3.42,120,91,29,0.758,10228.77,upi,0,23,18,0,1
T900205,C107008,casual,1299.0,card,card_declined,2026-08-14 20:24:37.737134,0,4,0,15.59,33,19,14,0.576,10787.99,card,1,11,6,0,1
T900206,C102241,new,100.0,wallet,bank_timeout,2026-08-15 10:53:06.111636,23,6,0,1.11,66,31,35,0.47,1206.2,wallet,1,18,6,0,0
T900207,C104228,high_value,12899.0,netbanking,bank_timeout,2026-08-17 04:19:37.667963,21,5,0,7.67,44,39,5,0.886,141313.59,card,0,4,3,0,1
T900208,C101214,casual,429.0,upi,network_error,2026-08-17 09:46:31.205020,5,4,0,2.22,4,2,2,0.5,12895.24,wallet,0,1,0,0,1
T900209,C105903,casual,100.0,card,insufficient_funds,2026-08-17 11:35:25.131391,17,4,1,0.41,31,24,7,0.774,2184.98,card,1,5,3,0,1
T900210,C104829,high_value,14140.0,netbanking,otp_failure,2026-08-21 06:41:11.757174,16,0,1,5.31,62,50,12,0.806,169632.59,netbanking,1,10,7,0,1
T900211,C105877,loyal,1250.0,upi,bank_timeout,2026-08-21 11:18:42.685678,5,6,0,0.69,9,7,2,0.778,38731.51,card,0,2,1,0,0
T900212,C102244,new,199.0,upi,network_error,2026-08-17 10:33:05.474468,0,6,0,1.45,71,36,35,0.507,501.61,upi,1,22,12,0,1
T900213,C105396,casual,580.0,card,bank_timeout,2026-08-21 02:39:02.422847,23,6,0,9.35,31,25,6,0.806,9324.77,upi,0,4,3,0,1
T900214,C101323,new,149.0,upi,gateway_error,2026-08-15 15:51:52.617654,1,1,0,20.14,61,35,26,0.574,292.56,upi,1,19,12,0,1
T900215,C103230,casual,340.0,card,network_error,2026-08-19 10:44:15.785588,8,5,0,1.26,84,66,18,0.786,10948.39,upi,0,11,7,0,1
T900216,C106749,new,110.0,card,insufficient_funds,2026-08-14 02:17:00.263370,18,0,1,33.72,19,10,9,0.526,2963.9,wallet,0,10,3,0,0
T900217,C103973,new,269.0,netbanking,bank_timeout,2026-08-12 05:16:47.051191,6,6,0,6.72,38,21,17,0.553,1567.03,card,0,13,6,0,1
T900218,C107205,new,199.0,wallet,network_error,2026-08-14 11:59:41.972990,10,4,0,0.01,20,12,8,0.6,1670.47,card,0,2,0,0,1
T900219,C106531,new,199.0,upi,insufficient_funds,2026-08-20 05:07:45.640099,18,5,1,6.87,41,21,20,0.512,257.79,netbanking,0,11,5,0,0
T900220,C104135,casual,100.0,card,card_declined,2026-08-12 08:38:37.538362,2,0,0,3.36,38,32,6,0.842,1041.76,upi,0,3,2,0,1
T900221,C102623,casual,120.0,wallet,network_error,2026-08-21 11:18:57.094641,17,4,0,0.68,37,25,12,0.676,3776.0,card,0,5,3,0,1
T900222,C105930,new,309.0,card,network_error,2026-08-13 11:14:15.426546,18,3,1,0.76,139,86,53,0.619,2625.85,card,1,15,9,0,0
T900223,C105961,casual,340.0,card,bank_timeout,2026-08-16 23:50:52.891373,18,2,1,12.15,110,92,18,0.836,8449.33,upi,0,19,16,1,0
T900224,C104066,new,130.0,upi,otp_failure,2026-08-20 22:35:22.871835,16,4,1,13.41,28,19,9,0.679,1817.22,upi,1,9,6,0,1
T900225,C101061,new,100.0,card,bank_timeout,2026-08-16 10:33:22.565389,8,1,0,1.44,68,19,49,0.279,728.78,upi,0,20,6,0,0
T900226,C102476,loyal,879.0,upi,bank_timeout,2026-08-16 19:03:44.867847,7,6,0,16.94,42,38,4,0.905,23232.44,upi,1,2,1,0,1
T900227,C103711,loyal,1949.0,card,otp_failure,2026-08-18 11:34:22.935475,10,5,0,0.43,47,42,5,0.894,45714.75,card,1,3,2,0,0
T900228,C107547,casual,199.0,card,insufficient_funds,2026-08-14 10:57:48.992866,23,1,0,1.04,105,71,34,0.676,1625.85,card,1,11,6,0,1
T900229,C106178,casual,380.0,upi,bank_timeout,2026-08-15 22:26:47.522442,9,3,0,13.55,89,70,19,0.787,7654.92,upi,1,11,9,0,0
T900230,C106207,new,199.0,upi,network_error,2026-08-19 19:44:55.022122,6,6,0,16.25,136,86,50,0.632,660.97,netbanking,0,25,14,0,0
T900231,C101595,loyal,5410.0,card,gateway_error,2026-08-14 10:37:23.204910,10,6,0,1.38,24,20,4,0.833,59457.18,upi,0,2,1,0,1
T900232,C101199,casual,220.0,netbanking,network_error,2026-08-18 08:29:40.479259,4,1,0,3.51,39,20,19,0.513,2632.21,netbanking,1,10,4,0,1
T900233,C107769,new,199.0,netbanking,bank_timeout,2026-08-21 02:03:08.750807,23,2,0,9.95,41,24,17,0.585,227.89,upi,0,15,8,0,1
T900234,C102229,casual,280.0,wallet,bank_timeout,2026-08-15 07:01:49.608666,23,4,1,4.97,126,64,62,0.508,9907.57,upi,0,25,12,0,1
T900235,C105214,new,199.0,upi,gateway_error,2026-08-18 05:45:58.469277,4,6,0,30.23,65,35,30,0.538,756.13,upi,1,15,8,0,0
T900236,C105983,casual,100.0,wallet,gateway_error,2026-08-15 11:16:50.065278,15,4,0,0.72,92,61,31,0.663,2930.92,card,0,19,11,0,1
T900237,C104089,new,100.0,card,insufficient_funds,2026-08-18 05:48:28.089902,7,4,0,6.19,35,21,14,0.6,498.08,card,1,12,7,0,0
T900238,C100576,loyal,630.0,card,network_error,2026-08-21 09:58:27.077102,5,4,0,2.03,119,94,25,0.79,11982.25,netbanking,0,22,19,0,0
T900239,C102594,high_value,19749.0,card,payment_link_expired,2026-08-18 11:21:18.786432,3,6,1,0.64,21,20,1,0.952,256057.15,wallet,0,1,0,0,0
T900240,C107443,new,100.0,card,card_declined,2026-08-21 09:40:10.992231,14,1,1,2.33,92,43,49,0.467,153.09,netbanking,0,25,9,0,0
T900241,C104426,loyal,3139.0,card,otp_failure,2026-08-20 09:51:37.888491,8,5,1,2.14,8,6,2,0.75,30390.72,wallet,0,4,2,0,0
T900242,C107597,casual,100.0,wallet,network_error,2026-08-17 11:51:50.167625,17,6,0,0.14,74,51,23,0.689,1772.47,upi,0,17,12,0,0
T900243,C101242,casual,330.0,upi,insufficient_funds,2026-08-17 06:52:12.193393,11,1,0,5.13,36,27,9,0.75,11221.87,card,0,8,6,0,0
T900244,C100522,loyal,559.0,upi,insufficient_funds,2026-08-17 21:33:52.714685,16,6,0,14.44,8,6,2,0.75,17500.12,card,0,1,0,0,0
T900245,C105251,casual,620.0,upi,gateway_error,2026-08-12 08:08:08.375924,2,0,0,3.86,42,27,15,0.643,13615.13,upi,1,8,4,0,1
T900246,C102163,casual,350.0,upi,otp_failure,2026-08-13 11:31:42.810224,15,3,0,0.47,54,30,24,0.556,11799.74,netbanking,0,9,5,1,0
T900247,C104540,new,100.0,upi,insufficient_funds,2026-08-14 11:38:00.957431,6,6,0,0.37,25,10,15,0.4,1538.73,netbanking,0,13,7,0,1
T900248,C102817,new,199.0,upi,bank_timeout,2026-08-12 07:34:50.675951,20,0,0,4.42,111,52,59,0.468,1129.7,card,0,20,8,0,0
T900249,C101961,new,199.0,card,network_error,2026-08-18 11:05:56.972412,8,6,1,0.9,88,46,42,0.523,1360.0,card,1,18,10,0,0
T900250,C100678,new,100.0,upi,network_error,2026-08-12 11:39:35.146669,16,2,0,0.34,67,34,33,0.507,1483.9,card,0,23,12,0,1
T900251,C104369,new,379.0,upi,otp_failure,2026-08-21 10:45:47.062125,12,4,0,1.24,16,7,9,0.438,2829.13,wallet,0,7,3,0,0
T900252,C100404,casual,209.0,netbanking,bank_timeout,2026-08-13 04:21:42.650227,10,2,0,7.64,34,23,11,0.676,5308.77,upi,0,3,2,0,0
T900253,C105719,new,149.0,upi,insufficient_funds,2026-08-18 05:14:08.031029,17,5,0,6.76,25,13,12,0.52,2087.75,upi,1,11,6,0,0
T900254,C102067,new,100.0,card,card_declined,2026-08-15 03:21:30.000775,10,3,0,8.64,102,60,42,0.588,1434.06,wallet,0,24,13,0,0
T900255,C101085,casual,590.0,upi,insufficient_funds,2026-08-18 05:37:44.162917,7,0,0,6.37,107,77,30,0.72,10681.93,upi,1,27,15,0,0
T900256,C106656,loyal,4779.0,upi,bank_timeout,2026-08-15 09:20:55.716933,15,3,1,2.65,66,50,16,0.758,56719.28,card,0,16,12,0,0
T900257,C107227,loyal,1539.0,card,insufficient_funds,2026-08-15 00:18:15.942442,19,6,1,11.7,160,119,41,0.744,51979.14,netbanking,0,15,11,0,0
T900258,C100983,new,149.0,card,card_declined,2026-08-18 08:20:17.265845,5,4,0,3.66,53,29,24,0.547,741.94,upi,0,13,8,0,0
T900259,C107604,new,180.0,card,card_declined,2026-08-13 23:43:06.025260,2,3,1,12.28,6,3,3,0.5,2101.5,wallet,0,2,1,1,0
T900260,C103641,high_value,4199.0,upi,bank_timeout,2026-08-16 10:40:17.321057,17,2,1,1.33,28,27,1,0.964,155768.7,card,0,1,0,0,1
T900261,C100927,casual,210.0,card,payment_link_expired,2026-08-18 05:11:22.054811,8,1,0,6.81,45,27,18,0.6,8099.31,upi,0,9,4,0,0
T900262,C102838,high_value,2769.0,card,bank_timeout,2026-08-21 04:41:09.331143,16,5,0,7.31,17,15,2,0.882,90621.75,upi,0,0,0,0,0
T900263,C104343,casual,489.0,card,payment_link_expired,2026-08-17 09:45:15.980955,22,4,1,2.25,21,15,6,0.714,14638.7,card,1,2,1,0,1
T900264,C102063,casual,489.0,upi,otp_failure,2026-08-14 15:48:18.092464,6,6,0,20.19,49,35,14,0.714,4320.34,card,0,12,11,0,1
T900265,C106238,casual,349.0,card,network_error,2026-08-14 10:17:25.532831,15,0,0,1.71,74,58,16,0.784,5612.55,upi,0,10,8,0,0
T900266,C100916,loyal,809.0,card,gateway_error,2026-08-16 08:15:18.526899,0,0,0,3.74,40,27,13,0.675,23338.98,card,1,3,1,0,1
T900267,C107101,new,110.0,card,bank_timeout,2026-08-18 11:12:01.521903,4,0,0,0.8,35,18,17,0.514,1132.9,card,1,11,6,0,1
T900268,C103218,casual,530.0,netbanking,insufficient_funds,2026-08-19 16:34:03.712211,15,2,0,19.43,44,30,14,0.682,5268.48,upi,0,9,6,0,0
T900269,C107806,loyal,729.0,wallet,insufficient_funds,2026-08-12 10:09:05.821887,22,4,1,1.85,42,36,6,0.857,21465.82,netbanking,0,3,2,0,0
T900270,C103447,casual,499.0,upi,insufficient_funds,2026-08-15 10:53:20.143059,9,2,1,1.11,22,14,8,0.636,6345.94,upi,1,4,2,0,1
T900271,C100120,high_value,12170.0,wallet,network_error,2026-08-11 14:07:04.691401,11,1,0,21.88,66,60,6,0.909,158185.54,upi,0,3,2,0,1
T900272,C102997,casual,450.0,upi,gateway_error,2026-08-19 13:21:53.876881,18,4,0,22.64,44,29,15,0.659,11264.73,upi,1,10,6,0,0
T900273,C103030,new,100.0,card,insufficient_funds,2026-08-20 08:32:18.929869,15,5,0,3.46,82,41,41,0.5,926.45,card,1,27,15,0,1
T900274,C102766,loyal,1699.0,upi,network_error,2026-08-13 05:12:05.013454,15,0,0,6.8,15,11,4,0.733,46319.59,card,0,2,1,1,0
T900275,C105981,new,199.0,upi,network_error,2026-08-18 07:22:13.110106,11,1,0,4.63,26,13,13,0.5,374.59,netbanking,0,9,3,0,0
T900276,C104665,loyal,1540.0,card,network_error,2026-08-15 07:42:03.989644,7,2,0,4.3,124,100,24,0.806,18526.68,netbanking,0,15,10,0,0
T900277,C107253,new,120.0,card,network_error,2026-08-13 13:20:51.919367,11,2,1,22.65,49,27,22,0.551,2802.28,card,1,15,8,0,0
T900278,C104973,new,199.0,upi,network_error,2026-08-12 02:54:44.685506,12,0,1,9.09,77,43,34,0.558,1234.69,wallet,0,29,20,1,0
T900279,C104659,casual,259.0,wallet,gateway_error,2026-08-19 11:04:01.720429,23,3,1,0.93,49,31,18,0.633,1784.75,wallet,1,13,8,0,1
T900280,C102124,new,199.0,card,card_declined,2026-08-16 07:13:07.884732,17,1,0,4.78,61,35,26,0.574,1215.84,wallet,0,16,7,0,0
T900281,C105277,new,110.0,upi,bank_timeout,2026-08-21 09:33:28.315908,14,2,0,2.44,61,36,25,0.59,2872.67,upi,1,8,5,1,0
T900282,C105589,new,189.0,card,insufficient_funds,2026-08-20 11:55:00.832279,6,5,0,0.08,50,31,19,0.62,1765.82,upi,0,16,9,0,1
T900283,C100336,new,199.0,netbanking,otp_failure,2026-08-21 10:04:21.240926,15,3,0,1.93,43,27,16,0.628,1444.52,upi,0,8,5,0,1
T900284,C100387,new,120.0,upi,insufficient_funds,2026-08-16 04:31:13.978863,18,4,0,7.48,53,20,33,0.377,1616.0,upi,1,29,15,0,0
T900285,C101640,casual,579.0,card,insufficient_funds,2026-08-21 05:29:17.563068,15,0,0,6.51,49,31,18,0.633,12122.12,upi,0,12,5,0,0
T900286,C104652,high_value,11440.0,upi,otp_failure,2026-08-16 01:12:51.202452,22,3,0,10.79,37,27,10,0.73,263075.01,netbanking,0,8,5,0,1
T900287,C105056,loyal,1900.0,card,card_declined,2026-08-14 07:53:00.210672,0,0,1,4.12,71,59,12,0.831,45534.3,netbanking,0,6,5,0,0
T900288,C102743,new,199.0,upi,network_error,2026-08-15 09:15:44.835452,18,6,0,2.74,50,29,21,0.58,464.6,upi,1,10,6,0,1
T900289,C101925,new,100.0,card,card_declined,2026-08-15 08:07:06.910105,15,5,1,3.88,4,2,2,0.5,1830.71,upi,0,0,0,0,0
T900290,C101275,loyal,1549.0,card,card_declined,2026-08-13 05:22:04.872582,7,4,0,6.63,26,22,4,0.846,23944.85,upi,0,1,0,0,0
T900291,C102333,casual,759.0,upi,otp_failure,2026-08-20 03:28:31.596786,20,1,1,8.52,82,51,31,0.622,10704.12,upi,1,25,18,0,1
T900292,C103492,loyal,7349.0,netbanking,insufficient_funds,2026-08-19 07:08:06.289592,9,4,0,4.86,33,30,3,0.909,58031.77,card,0,4,3,0,1
T900293,C104758,casual,429.0,netbanking,bank_timeout,2026-08-21 06:16:18.765507,17,1,0,5.73,58,36,22,0.621,13431.43,upi,0,13,7,0,0
T900294,C106987,high_value,10690.0,netbanking,gateway_error,2026-08-13 07:24:45.098765,21,4,0,4.59,36,24,12,0.667,224550.35,card,0,5,3,0,0
T900295,C105041,new,100.0,card,insufficient_funds,2026-08-15 06:06:04.592098,13,4,0,5.9,12,6,6,0.5,289.57,upi,0,4,2,1,0
T900296,C104314,new,100.0,card,insufficient_funds,2026-08-19 19:06:54.860701,14,3,0,16.88,30,18,12,0.6,2239.1,card,1,7,5,0,0
T900297,C102669,loyal,1310.0,card,insufficient_funds,2026-08-15 10:02:43.497570,2,0,0,1.95,51,40,11,0.784,49875.61,card,1,6,5,0,1
T900298,C103338,new,100.0,netbanking,network_error,2026-08-12 05:40:12.880248,17,5,0,6.33,128,76,52,0.594,1977.59,upi,0,24,12,0,0
T900299,C105132,casual,610.0,upi,insufficient_funds,2026-08-13 09:19:50.573869,6,3,0,2.67,85,53,32,0.624,14548.67,upi,1,24,11,0,0
T900300,C105064,new,209.0,card,card_declined,2026-08-17 05:20:00.140595,5,2,0,6.67,20,10,10,0.5,2528.72,upi,0,2,1,0,0
T900301,C101653,casual,100.0,card,insufficient_funds,2026-08-16 09:05:22.949647,1,4,0,2.91,20,16,4,0.8,1851.88,card,1,5,4,0,1
T900302,C106475,new,159.0,netbanking,otp_failure,2026-08-20 11:51:20.792595,0,5,0,0.14,12,8,4,0.667,2364.99,upi,0,2,1,0,1
T900303,C106655,casual,100.0,netbanking,bank_timeout,2026-08-16 11:04:42.541425,20,1,0,0.92,109,64,45,0.587,1157.51,netbanking,1,23,15,0,1
T900304,C107845,casual,730.0,upi,insufficient_funds,2026-08-20 10:44:39.285196,7,1,0,1.26,44,31,13,0.705,14550.8,card,0,15,8,1,0
T900305,C107170,new,199.0,upi,network_error,2026-08-12 11:42:17.809559,4,3,1,0.3,161,88,73,0.547,726.11,upi,1,20,13,1,0
T900306,C100774,new,100.0,upi,network_error,2026-08-21 09:31:24.565597,11,5,1,2.48,69,40,29,0.58,1407.67,card,0,12,5,0,1
T900307,C103365,new,100.0,upi,insufficient_funds,2026-08-15 07:31:40.982979,4,5,1,4.47,134,73,61,0.545,1302.12,card,0,18,11,0,0
T900308,C100435,casual,200.0,upi,network_error,2026-08-14 04:01:13.133336,22,3,0,7.98,8,5,3,0.625,6960.07,upi,1,2,1,0,0
T900309,C106132,casual,199.0,card,bank_timeout,2026-08-16 10:19:52.336088,23,1,1,1.67,31,21,10,0.677,1294.36,card,1,7,5,0,1
T900310,C107006,loyal,919.0,upi,bank_timeout,2026-08-16 05:59:31.246875,7,2,0,6.01,110,87,23,0.791,16366.47,card,0,11,9,0,0
T900311,C103800,new,100.0,upi,bank_timeout,2026-08-19 01:31:56.066270,7,4,0,10.47,39,19,20,0.487,37.45,upi,1,8,3,0,0
T900312,C101436,loyal,989.0,card,insufficient_funds,2026-08-18 01:17:10.026054,11,1,0,10.71,32,27,5,0.844,33692.14,upi,0,2,1,0,0
T900313,C103552,casual,280.0,upi,gateway_error,2026-08-13 10:12:17.135331,4,0,0,1.8,76,50,26,0.658,7832.75,upi,1,14,7,0,1
T900314,C101011,casual,849.0,upi,network_error,2026-08-19 06:08:17.390335,13,5,0,5.86,120,91,29,0.758,12709.07,upi,1,19,10,0,1
T900315,C100693,loyal,1190.0,card,insufficient_funds,2026-08-18 10:47:45.662494,7,4,0,1.2,106,87,19,0.821,26256.81,upi,0,12,11,0,0
T900316,C100952,new,149.0,upi,network_error,2026-08-13 08:46:13.229621,14,3,0,3.23,39,20,19,0.513,411.87,upi,1,6,3,0,0
T900317,C100774,new,169.0,card,bank_timeout,2026-08-16 05:39:33.154604,11,6,0,6.34,69,40,29,0.58,1407.67,card,1,12,5,0,0
T900318,C107167,high_value,28280.0,upi,otp_failure,2026-08-13 10:07:19.123659,18,0,0,1.88,92,75,17,0.815,282842.25,upi,1,12,9,0,0
T900319,C100222,casual,439.0,upi,otp_failure,2026-08-21 09:24:14.403981,21,3,1,2.6,70,54,16,0.771,8471.58,card,0,11,8,0,1
T900320,C102195,casual,100.0,upi,bank_timeout,2026-08-14 00:11:00.935366,15,5,0,11.82,81,45,36,0.556,1343.05,card,0,11,7,0,0
T900321,C101606,new,100.0,card,bank_timeout,2026-08-19 21:54:09.260156,23,0,0,14.1,6,3,3,0.5,2747.3,card,1,2,1,0,1
T900322,C103431,loyal,2649.0,upi,bank_timeout,2026-08-14 04:00:36.457392,0,1,0,7.99,86,65,21,0.756,45889.63,upi,1,13,9,0,1
T900323,C102006,loyal,1809.0,card,network_error,2026-08-15 04:22:11.442494,16,3,1,7.63,32,30,2,0.938,43886.36,netbanking,0,1,0,0,0
T900324,C101963,casual,210.0,upi,insufficient_funds,2026-08-16 10:50:41.186638,20,6,0,1.16,122,85,37,0.697,5541.08,card,0,21,15,0,1
T900325,C107166,new,199.0,upi,network_error,2026-08-12 10:40:23.334141,20,5,1,1.33,59,26,33,0.441,2007.64,wallet,0,19,8,0,0
T900326,C105275,new,100.0,upi,otp_failure,2026-08-15 05:52:14.905773,1,0,0,6.13,10,5,5,0.5,1587.81,wallet,0,3,1,0,1
T900327,C102283,new,199.0,wallet,gateway_error,2026-08-13 07:56:41.282999,10,1,1,4.06,141,71,70,0.504,2507.19,upi,0,22,13,0,0
T900328,C102493,new,199.0,netbanking,otp_failure,2026-08-16 11:02:00.554329,23,2,0,0.97,18,8,10,0.444,239.21,upi,0,6,2,0,0
T900329,C102839,high_value,9570.0,upi,network_error,2026-08-18 10:25:26.789736,21,0,0,1.58,48,47,1,0.979,201042.0,upi,1,1,0,0,1
T900330,C103036,new,149.0,card,card_declined,2026-08-20 08:11:25.579125,3,0,0,3.81,120,44,76,0.367,1364.97,upi,0,20,2,0,1
T900331,C101448,casual,330.0,card,insufficient_funds,2026-08-15 04:52:51.601900,13,5,0,7.12,95,72,23,0.758,10573.74,card,1,13,9,0,0
T900332,C102691,new,190.0,card,card_declined,2026-08-14 08:32:22.333281,2,5,1,3.46,21,10,11,0.476,1527.3,upi,0,4,1,0,0
T900333,C107018,new,149.0,card,card_declined,2026-08-15 02:52:07.239039,9,5,1,9.13,23,11,12,0.478,1228.35,wallet,0,5,2,0,0
T900334,C105734,new,199.0,card,card_declined,2026-08-13 11:20:34.533076,11,0,1,0.66,26,15,11,0.577,718.47,upi,0,3,1,0,0
T900335,C100291,new,149.0,card,network_error,2026-08-20 05:34:27.711556,23,0,1,6.43,40,24,16,0.6,277.11,netbanking,0,9,4,0,0
T900336,C106472,loyal,4329.0,upi,otp_failure,2026-08-13 08:26:06.448728,11,6,0,3.56,20,18,2,0.9,55673.18,upi,1,2,1,0,1
T900337,C103132,new,219.0,card,otp_failure,2026-08-19 01:37:58.395382,23,5,0,10.37,52,30,22,0.577,1899.67,card,1,9,4,0,1
T900338,C105783,new,100.0,upi,bank_timeout,2026-08-19 00:34:01.470802,5,1,0,11.43,67,37,30,0.552,1115.14,netbanking,0,10,5,0,1
T900339,C103019,casual,519.0,upi,network_error,2026-08-21 09:13:31.664635,15,0,0,2.77,26,16,10,0.615,10850.26,upi,1,8,4,0,0
T900340,C106190,high_value,9079.0,card,card_declined,2026-08-14 05:15:21.315050,21,3,0,6.74,90,78,12,0.867,288864.93,card,1,12,11,0,1
T900341,C105293,new,259.0,card,bank_timeout,2026-08-13 11:04:11.817908,18,6,0,0.93,54,27,27,0.5,1900.3,card,1,14,7,0,0
T900342,C105353,loyal,2129.0,card,payment_link_expired,2026-08-12 09:21:18.986117,3,1,0,2.64,22,16,6,0.727,52079.25,card,1,4,2,0,0
T900343,C107075,casual,529.0,card,otp_failure,2026-08-20 11:13:17.842499,5,2,0,0.78,106,73,33,0.689,9998.38,wallet,0,11,7,0,1
T900344,C106610,new,130.0,upi,otp_failure,2026-08-16 05:50:32.898927,16,2,0,6.16,15,8,7,0.533,2481.81,upi,1,2,1,0,1
T900345,C103824,high_value,4380.0,upi,network_error,2026-08-15 09:45:42.962749,5,3,0,2.24,59,42,17,0.712,153223.35,upi,1,11,8,0,0
T900346,C105278,casual,330.0,card,insufficient_funds,2026-08-16 10:51:36.729016,6,0,0,1.14,22,17,5,0.773,11360.02,netbanking,0,1,0,0,1
T900347,C102904,casual,380.0,wallet,network_error,2026-08-17 11:01:42.157783,4,5,0,0.97,73,46,27,0.63,8253.99,upi,0,12,6,0,0
T900348,C105255,new,200.0,upi,otp_failure,2026-08-14 07:41:46.466078,8,5,1,4.3,17,9,8,0.529,2862.92,card,0,5,2,0,0
T900349,C102090,new,100.0,netbanking,otp_failure,2026-08-17 07:02:30.369621,22,2,0,4.96,88,41,47,0.466,1224.07,card,0,24,7,0,1
T900350,C104546,loyal,1559.0,upi,insufficient_funds,2026-08-14 08:16:44.258625,21,3,1,3.72,76,47,29,0.618,30668.18,upi,1,15,9,0,0
T900351,C106505,loyal,4729.0,netbanking,network_error,2026-08-15 09:07:01.324803,16,5,0,2.88,9,7,2,0.778,41628.52,upi,0,2,1,0,1
