customer_id,segment,tenure_days,total_transactions,successful_transactions,failed_transactions,success_rate,lifetime_value,preferred_method,prior_recovery_attempts,prior_recovery_successes,opted_out
C100417,new,110,8,4,4,0.5,1493.75,upi,2,1,0
C100418,new,267,19,12,7,0.632,234.69,card,3,1,0
C100419,casual,456,57,41,16,0.719,8921.18,card,10,8,0
C100420,casual,834,37,27,10,0.73,13612.19,card,5,4,0
C100421,new,625,26,18,8,0.692,2390.59,wallet,8,5,0
C100422,loyal,689,43,36,7,0.837,43623.43,netbanking,3,2,0
C100423,new,523,87,47,40,0.54,1985.2,upi,23,12,0
C100424,casual,375,62,40,22,0.645,11224.21,card,8,5,0
C100425,casual,180,8,6,2,0.75,7918.89,upi,0,0,0
C100426,new,778,27,13,14,0.481,1205.4,wallet,10,6,1
C100427,new,723,27,17,10,0.63,919.97,card,5,4,0
C100428,new,23,1,0,1,0.0,298.86,upi,0,0,0
C100429,new,644,37,21,16,0.568,1686.49,card,9,7,1
C100430,casual,76,8,5,3,0.625,7615.25,upi,2,1,0
C100431,high_value,665,110,108,2,0.982,91616.01,wallet,3,2,0
C100432,loyal,743,30,25,5,0.833,23413.49,upi,3,2,0
C100433,casual,118,7,4,3,0.571,12020.84,upi,5,2,0
C100434,casual,391,23,15,8,0.652,4578.46,wallet,4,2,0
C100435,casual,112,8,5,3,0.625,6960.07,upi,2,1,0
C100436,loyal,510,42,38,4,0.905,18065.38,upi,3,2,0
C100437,new,834,28,13,15,0.464,509.54,card,8,2,0
C100438,casual,73,2,1,1,0.5,11588.84,card,0,0,0
C100439,casual,358,16,11,5,0.688,1933.44,upi,5,2,0
C100440,new,875,62,42,20,0.677,855.08,upi,12,8,0
C100441,casual,271,11,7,4,0.636,14731.82,upi,4,2,0
C100442,loyal,119,9,7,2,0.778,33794.65,upi,0,0,0
C100443,high_value,440,25,23,2,0.92,262174.67,upi,1,0,0
C100444,new,458,57,21,36,0.368,1922.37,upi,10,3,0
C100445,casual,596,27,16,11,0.593,3745.94,card,7,4,0
C100446,casual,283,47,32,15,0.681,6170.79,card,9,7,0
C100447,casual,860,37,24,13,0.649,6609.89,upi,5,3,0
C100448,casual,469,23,13,10,0.565,4229.56,upi,10,4,0
C100449,new,258,43,26,17,0.605,701.95,upi,8,4,1
C100450,loyal,864,50,44,6,0.88,40393.47,upi,2,1,0
C100451,high_value,832,83,78,5,0.94,87966.46,wallet,4,3,0
C100452,loyal,449,28,22,6,0.786,16457.27,upi,4,2,0
C100453,loyal,23,4,3,1,0.75,38665.1,netbanking,1,0,0
C100454,casual,537,23,17,6,0.739,7290.73,card,4,2,0
C100455,casual,500,29,20,9,0.69,9567.07,netbanking,5,3,0
C100456,new,134,9,5,4,0.556,80.88,netbanking,2,1,0
C100457,casual,570,21,13,8,0.619,10868.82,netbanking,4,2,0
C100458,new,756,36,20,16,0.556,2549.67,card,11,6,0
C100459,loyal,96,4,3,1,0.75,36207.01,upi,0,0,0
C100460,casual,651,81,66,15,0.815,12771.76,card,8,5,0
C100461,casual,127,7,5,2,0.714,6595.28,upi,4,3,0
C100462,casual,674,30,22,8,0.733,2104.94,upi,1,0,0
C100463,high_value,377,13,12,1,0.923,182140.46,netbanking,0,0,0
C100464,new,6,1,0,1,0.0,1339.11,card,1,0,1
C100465,new,869,96,38,58,0.396,2596.61,upi,19,9,0
C100466,new,150,7,3,4,0.429,1004.15,netbanking,7,2,0
C100467,loyal,536,89,75,14,0.843,25755.04,upi,12,11,0
C100468,high_value,164,13,11,2,0.846,360806.1,netbanking,1,0,1
C100469,new,839,31,20,11,0.645,752.9,card,8,4,0
C100470,high_value,664,26,25,1,0.962,274856.29,upi,0,0,0
C100471,casual,724,26,17,9,0.654,5572.87,upi,8,5,0
C100472,loyal,389,29,26,3,0.897,57572.79,wallet,2,1,0
C100473,new,421,19,9,10,0.474,568.87,upi,6,2,0
C100474,casual,571,25,19,6,0.76,11135.14,wallet,3,2,0
C100475,loyal,706,64,59,5,0.922,37503.21,upi,1,0,0
C100476,casual,762,27,22,5,0.815,14701.91,upi,3,2,0
C100477,new,17,1,0,1,0.0,2982.17,card,2,0,0
C100478,loyal,597,85,79,6,0.929,49684.91,upi,1,0,0
C100479,high_value,99,4,3,1,0.75,86209.62,upi,1,0,0
C100480,casual,259,16,13,3,0.812,7566.1,card,1,0,0
C100481,loyal,746,35,30,5,0.857,52725.65,upi,3,2,0
C100482,loyal,226,12,10,2,0.833,41924.16,upi,1,0,0
C100483,new,717,71,27,44,0.38,2636.91,netbanking,21,8,0
C100484,loyal,417,59,48,11,0.814,49968.31,upi,11,10,0
C100485,casual,210,12,9,3,0.75,5381.45,card,0,0,0
C100486,loyal,301,12,9,3,0.75,19753.27,card,1,0,0
C100487,new,478,19,11,8,0.579,967.69,card,9,5,0
C100488,casual,688,62,44,18,0.71,10743.23,upi,15,10,0
C100489,casual,545,20,16,4,0.8,7734.91,wallet,1,0,0
C100490,casual,839,64,47,17,0.734,1613.87,upi,9,5,0
C100491,loyal,781,41,32,9,0.78,47123.85,netbanking,3,1,0
C100492,high_value,678,52,48,4,0.923,65643.9,netbanking,3,2,0
C100493,new,543,30,20,10,0.667,1227.91,card,5,3,0
C100494,casual,261,14,10,4,0.714,7471.98,upi,1,0,0
C100495,casual,371,16,11,5,0.688,8042.38,upi,3,1,0
C100496,casual,107,6,5,1,0.833,2947.27,upi,0,0,0
C100497,casual,337,18,14,4,0.778,11469.06,card,1,0,0
C100498,loyal,833,39,36,3,0.923,52468.61,upi,2,1,0
C100499,loyal,383,25,22,3,0.88,44895.03,upi,2,1,0
C100500,new,103,5,3,2,0.6,2853.21,upi,0,0,0
C100501,casual,587,83,64,19,0.771,4605.01,upi,7,5,0
C100502,loyal,866,33,22,11,0.667,18036.5,upi,4,3,1
C100503,casual,780,97,72,25,0.742,1942.13,upi,14,10,0
C100504,new,247,9,4,5,0.444,2164.56,upi,0,0,0
C100505,casual,409,17,11,6,0.647,3269.5,upi,2,1,1
C100506,casual,478,17,11,6,0.647,14134.54,upi,3,2,0
C100507,new,223,44,18,26,0.409,1795.05,card,13,3,0
C100508,loyal,242,24,17,7,0.708,50206.78,wallet,5,4,0
C100509,casual,213,35,28,7,0.8,7085.78,upi,8,6,0
C100510,casual,895,59,44,15,0.746,11287.84,card,5,3,0
C100511,casual,671,24,12,12,0.5,7211.12,upi,5,2,0
C100512,loyal,756,31,25,6,0.806,36938.19,card,3,2,0
C100513,new,735,33,20,13,0.606,2320.75,upi,11,6,0
C100514,new,863,33,17,16,0.515,714.46,netbanking,18,10,0
C100515,casual,95,19,15,4,0.789,13383.13,card,2,1,0
C100516,casual,793,33,26,7,0.788,11028.18,card,1,0,0
C100517,casual,60,5,3,2,0.6,11451.56,upi,1,0,0
C100518,loyal,428,19,16,3,0.842,21908.15,netbanking,3,2,0
C100519,new,535,22,11,11,0.5,270.38,upi,11,5,0
C100520,new,322,14,6,8,0.429,218.57,card,2,1,0
C100521,casual,132,8,4,4,0.5,10058.23,card,1,0,0
C100522,loyal,173,8,6,2,0.75,17500.12,card,1,0,0
C100523,loyal,742,46,37,9,0.804,59959.57,netbanking,3,2,0
C100524,loyal,287,14,12,2,0.857,58052.38,card,2,1,0
C100525,casual,279,17,13,4,0.765,1408.47,card,1,0,0
C100526,loyal,831,59,53,6,0.898,46252.88,upi,7,5,0
C100527,loyal,130,13,11,2,0.846,23038.6,upi,1,0,0
C100528,new,823,58,30,28,0.517,1022.7,upi,15,8,0
C100529,casual,828,36,27,9,0.75,4364.35,card,6,4,0
C100530,loyal,539,20,16,4,0.8,51527.28,card,2,1,0
C100531,casual,149,21,14,7,0.667,13512.53,card,4,2,0
C100532,loyal,141,15,14,1,0.933,12020.08,card,0,0,0
C100533,casual,256,15,8,7,0.533,4780.53,upi,3,2,0
C100534,casual,520,23,13,10,0.565,7281.78,upi,2,0,0
C100535,new,139,15,8,7,0.533,1565.47,netbanking,1,0,0
C100536,loyal,410,31,26,5,0.839,14382.34,upi,2,1,0
C100537,loyal,104,17,12,5,0.706,51501.41,upi,3,2,0
C100538,new,486,81,37,44,0.457,2801.94,card,20,8,0
C100539,casual,20,2,1,1,0.5,6640.11,upi,1,0,0
C100540,new,638,27,16,11,0.593,2571.7,upi,5,3,0
C100541,new,50,1,0,1,0.0,2029.06,card,0,0,0
C100542,high_value,176,10,9,1,0.9,257110.26,upi,1,0,0
C100543,casual,158,17,10,7,0.588,12466.7,netbanking,11,6,0
C100544,casual,748,26,15,11,0.577,7622.41,netbanking,4,2,0
C100545,casual,48,4,2,2,0.5,8668.02,upi,2,1,0
C100546,high_value,386,48,47,1,0.979,146133.05,wallet,0,0,0
C100547,casual,532,66,49,17,0.742,10970.59,upi,9,7,0
C100548,loyal,464,35,30,5,0.857,17953.11,upi,5,3,0
C100549,casual,612,26,19,7,0.731,4404.26,card,6,4,0
C100550,new,722,51,27,24,0.529,1439.76,card,18,7,1
C100551,loyal,354,22,16,6,0.727,29265.62,upi,6,4,0
C100552,new,745,57,33,24,0.579,718.74,upi,14,9,1
C100553,loyal,286,10,8,2,0.8,19594.43,upi,4,3,0
C100554,casual,885,40,24,16,0.6,13052.56,upi,7,3,0
C100555,loyal,454,21,19,2,0.905,39542.94,upi,2,1,0
C100556,loyal,662,44,36,8,0.818,28869.63,netbanking,3,2,0
C100557,loyal,787,43,37,6,0.86,52289.02,netbanking,2,1,0
C100558,new,713,26,14,12,0.538,2475.48,upi,3,1,0
C100559,loyal,766,36,33,3,0.917,15544.35,upi,3,2,0
C100560,high_value,483,19,18,1,0.947,248549.97,upi,0,0,0
C100561,new,40,6,2,4,0.333,916.84,upi,1,0,1
C100562,casual,444,17,12,5,0.706,8571.69,card,4,3,0
C100563,loyal,164,5,4,1,0.8,45899.94,card,0,0,0
C100564,new,800,38,22,16,0.579,25.52,upi,6,3,0
C100565,loyal,213,7,6,1,0.857,35678.38,netbanking,0,0,0
C100566,loyal,206,10,8,2,0.8,24586.62,netbanking,0,0,0
C100567,new,225,20,12,8,0.6,1602.03,upi,6,2,0
C100568,casual,578,28,16,12,0.571,2537.79,netbanking,7,4,0
C100569,casual,514,25,17,8,0.68,12445.93,upi,6,4,0
C100570,casual,854,106,73,33,0.689,8611.36,netbanking,14,8,0
C100571,loyal,375,37,36,1,0.973,20553.17,card,1,0,0
C100572,new,254,21,11,10,0.524,2309.05,upi,8,3,0
C100573,casual,45,2,1,1,0.5,1528.95,upi,1,0,0
C100574,loyal,7,1,0,1,0.0,39641.17,card,0,0,0
C100575,new,336,14,7,7,0.5,1505.28,netbanking,8,4,0
C100576,loyal,833,119,94,25,0.79,11982.25,netbanking,22,19,0
C100577,new,471,16,11,5,0.688,749.12,upi,2,1,0
C100578,casual,804,38,25,13,0.658,2079.97,netbanking,5,4,0
C100579,new,92,7,3,4,0.429,2197.16,upi,1,0,0
C100580,loyal,84,6,5,1,0.833,45288.55,upi,0,0,0
C100581,loyal,750,34,24,10,0.706,14464.9,upi,2,1,0
C100582,loyal,96,13,10,3,0.769,15460.36,netbanking,3,2,0
C100583,high_value,47,2,1,1,0.5,358098.77,card,1,0,0
C100584,loyal,364,20,17,3,0.85,20042.37,upi,2,1,1
C100585,loyal,832,83,56,27,0.675,25183.05,card,15,10,0
C100586,casual,620,22,14,8,0.636,10579.92,netbanking,9,5,0
C100587,high_value,90,4,3,1,0.75,71253.13,upi,2,1,0
C100588,loyal,753,83,75,8,0.904,57382.83,upi,5,4,0
C100589,high_value,759,36,35,1,0.972,58053.15,upi,1,0,0
C100590,new,720,48,22,26,0.458,2547.43,upi,18,9,0
C100591,casual,812,33,27,6,0.818,6052.68,upi,3,2,0
C100592,loyal,216,12,10,2,0.833,17502.0,card,1,0,0
C100593,new,881,30,20,10,0.667,1132.47,upi,6,3,0
C100594,new,289,10,5,5,0.5,2918.52,netbanking,3,1,0
C100595,high_value,722,120,91,29,0.758,235142.22,wallet,15,13,0
C100596,casual,521,34,26,8,0.765,1829.92,upi,2,1,0
C100597,new,701,70,36,34,0.514,2824.63,upi,20,9,0
C100598,casual,565,35,24,11,0.686,3009.86,upi,2,1,0
C100599,casual,578,72,43,29,0.597,1765.63,card,24,13,0
C100600,loyal,555,30,29,1,0.967,12271.3,upi,1,0,0
C100601,high_value,701,87,77,10,0.885,339217.21,card,10,9,0
C100602,high_value,665,33,32,1,0.97,103556.72,card,0,0,0
C100603,loyal,121,7,5,2,0.714,18949.14,card,5,4,0
C100604,loyal,743,25,19,6,0.76,57205.77,upi,2,1,0
C100605,casual,482,18,14,4,0.778,9562.56,netbanking,2,1,0
C100606,loyal,291,14,11,3,0.786,24270.96,wallet,1,0,0
C100607,new,463,28,15,13,0.536,1759.36,card,8,4,0
C100608,new,870,39,17,22,0.436,729.28,upi,9,3,0
C100609,high_value,771,36,32,4,0.889,222992.81,card,2,1,0
C100610,loyal,750,93,83,10,0.892,26731.12,netbanking,6,5,0
C100611,casual,417,29,17,12,0.586,9716.77,card,5,2,1
C100612,loyal,705,24,19,5,0.792,47940.43,card,2,1,0
C100613,casual,347,28,19,9,0.679,5879.11,upi,10,6,0
C100614,casual,617,123,89,34,0.724,3014.78,upi,23,18,1
C100615,casual,575,23,19,4,0.826,5980.37,card,1,0,0
C100616,new,225,8,4,4,0.5,2274.46,netbanking,1,0,0
C100617,casual,240,11,7,4,0.636,12019.14,upi,1,0,0
C100618,casual,55,2,1,1,0.5,11997.71,upi,1,0,0
C100619,casual,126,9,6,3,0.667,14644.01,upi,0,0,0
C100620,new,390,30,16,14,0.533,2474.35,upi,9,6,0
C100621,high_value,430,15,13,2,0.867,389000.56,card,3,2,0
C100622,loyal,149,5,4,1,0.8,41339.62,upi,1,0,0
C100623,high_value,375,22,20,2,0.909,130271.93,card,2,1,0
C100624,new,544,45,28,17,0.622,1824.59,card,13,9,0
C100625,loyal,210,23,20,3,0.87,19891.7,card,2,1,0
C100626,loyal,305,61,57,4,0.934,14266.31,upi,3,2,0
C100627,casual,331,19,15,4,0.789,5218.54,card,0,0,0
C100628,new,455,25,14,11,0.56,1088.33,upi,3,1,0
C100629,casual,330,15,11,4,0.733,10924.43,upi,1,0,0
C100630,casual,663,26,21,5,0.808,6083.07,card,4,3,0
C100631,casual,295,21,13,8,0.619,1044.08,upi,8,4,0
C100632,casual,391,43,39,4,0.907,13837.18,upi,2,1,0
C100633,casual,342,13,8,5,0.615,9251.66,netbanking,4,3,0
C100634,loyal,165,6,4,2,0.667,20537.9,card,1,0,0
C100635,new,617,34,15,19,0.441,756.86,upi,17,8,0
C100636,casual,212,42,26,16,0.619,2737.96,card,12,8,0
C100637,loyal,267,16,15,1,0.938,55327.34,upi,0,0,0
C100638,new,713,35,25,10,0.714,690.63,upi,7,5,1
C100639,new,854,32,16,16,0.5,2821.94,upi,7,3,0
C100640,new,604,35,20,15,0.571,792.93,upi,10,3,0
C100641,new,824,51,28,23,0.549,2397.75,upi,11,7,0
C100642,casual,768,54,43,11,0.796,1146.33,card,5,4,0
C100643,new,433,28,20,8,0.714,1449.82,upi,2,1,0
C100644,casual,693,138,116,22,0.841,6169.0,upi,14,12,0
C100645,high_value,296,42,38,4,0.905,167105.02,upi,2,1,0
C100646,high_value,414,18,17,1,0.944,397254.7,upi,0,0,0
C100647,new,482,34,20,14,0.588,2162.6,card,9,5,0
C100648,casual,864,33,23,10,0.697,4580.89,upi,7,5,0
C100649,casual,763,54,34,20,0.63,11534.18,card,15,9,0
C100650,loyal,440,15,11,4,0.733,16478.44,upi,2,1,0
C100651,loyal,587,65,61,4,0.938,56296.42,upi,2,1,1
C100652,new,182,20,13,7,0.65,1279.16,card,5,2,0
C100653,new,724,38,20,18,0.526,571.99,card,10,2,0
C100654,casual,498,19,14,5,0.737,4819.49,card,6,3,0
C100655,loyal,479,59,56,3,0.949,17757.44,upi,3,2,0
C100656,high_value,689,40,31,9,0.775,375695.3,upi,5,4,0
C100657,new,569,56,28,28,0.5,917.68,card,21,5,0
C100658,casual,66,2,1,1,0.5,2999.91,wallet,1,0,0
C100659,new,260,13,7,6,0.538,2438.7,upi,5,3,0
C100660,loyal,159,7,5,2,0.714,20662.96,card,2,1,0
C100661,high_value,661,60,56,4,0.933,82952.62,upi,3,2,0
C100662,casual,32,2,1,1,0.5,10357.53,wallet,0,0,0
C100663,new,182,9,3,6,0.333,22.22,upi,3,0,0
C100664,casual,538,41,30,11,0.732,12653.89,upi,2,1,0
C100665,casual,625,28,19,9,0.679,8877.93,upi,9,8,0
C100666,loyal,453,56,40,16,0.714,22340.92,card,10,6,0
C100667,casual,774,64,46,18,0.719,7630.31,card,6,4,0
C100668,loyal,827,118,100,18,0.847,23120.75,card,13,12,0
C100669,casual,119,17,12,5,0.706,8460.0,card,3,2,0
C100670,new,857,77,40,37,0.519,1714.93,upi,24,10,0
C100671,casual,553,32,20,12,0.625,11803.55,upi,5,3,0
C100672,new,572,71,30,41,0.423,1398.26,netbanking,23,5,0
C100673,casual,86,12,7,5,0.583,12012.93,upi,2,1,0
C100674,loyal,560,21,19,2,0.905,13462.18,upi,0,0,0
C100675,new,653,38,21,17,0.553,2764.03,upi,15,9,1
C100676,new,523,23,12,11,0.522,556.53,upi,5,2,0
C100677,new,76,3,1,2,0.333,2509.73,upi,2,0,0
C100678,new,471,67,34,33,0.507,1483.9,card,23,12,0
C100679,loyal,842,42,38,4,0.905,15235.87,card,3,2,0
C100680,high_value,651,25,24,1,0.96,175930.84,upi,1,0,0
C100681,new,124,7,3,4,0.429,2754.99,upi,1,0,0
C100682,loyal,863,33,21,12,0.636,51735.7,netbanking,5,3,0
C100683,loyal,863,30,24,6,0.8,46115.79,card,3,2,0
C100684,high_value,153,8,7,1,0.875,182946.06,netbanking,0,0,0
C100685,casual,720,102,66,36,0.647,9243.07,upi,20,14,0
C100686,casual,366,18,12,6,0.667,4249.71,netbanking,2,1,0
C100687,casual,534,19,14,5,0.737,10069.81,netbanking,4,3,0
C100688,loyal,401,21,17,4,0.81,23047.02,upi,0,0,0
C100689,loyal,704,28,26,2,0.929,51450.34,card,2,1,0
C100690,casual,896,49,29,20,0.592,10862.98,upi,9,4,0
C100691,new,715,47,24,23,0.511,1158.27,card,12,7,0
C100692,loyal,838,29,20,9,0.69,42974.1,card,6,5,0
C100693,loyal,851,106,87,19,0.821,26256.81,upi,12,11,0
C100694,casual,82,5,3,2,0.6,3179.14,upi,2,1,0
C100695,loyal,228,28,26,2,0.929,21759.2,upi,3,2,0
C100696,casual,649,30,22,8,0.733,4803.63,card,3,2,0
C100697,casual,531,18,14,4,0.778,4172.63,card,4,2,0
C100698,casual,46,1,0,1,0.0,10496.98,upi,1,0,0
C100699,loyal,86,8,6,2,0.75,46983.07,wallet,0,0,0
C100700,high_value,468,20,16,4,0.8,209998.72,upi,3,2,0
C100701,casual,554,21,15,6,0.714,14829.11,upi,2,1,0
C100702,casual,151,6,5,1,0.833,13474.29,upi,0,0,0
C100703,casual,154,9,6,3,0.667,2218.7,netbanking,1,0,0
C100704,new,117,13,6,7,0.462,1381.35,card,3,1,0
C100705,casual,508,31,21,10,0.677,13718.67,card,4,3,0
C100706,new,8,1,0,1,0.0,660.79,netbanking,0,0,0
C100707,casual,515,25,22,3,0.88,6297.54,upi,0,0,0
C100708,new,428,30,19,11,0.633,2840.84,upi,5,4,0
C100709,casual,419,41,30,11,0.732,11864.87,card,4,2,0
C100710,loyal,611,29,25,4,0.862,51616.25,upi,3,2,0
C100711,new,470,31,17,14,0.548,2638.45,card,10,5,0
C100712,loyal,655,40,35,5,0.875,18558.78,upi,0,0,0
C100713,high_value,687,24,21,3,0.875,294745.91,upi,4,3,0
C100714,casual,828,165,107,58,0.648,12239.22,upi,20,15,0
C100715,new,719,71,44,27,0.62,679.44,upi,19,11,0
C100716,casual,466,17,12,5,0.706,1607.04,wallet,4,2,0
C100717,casual,443,15,11,4,0.733,3496.98,upi,3,2,0
C100718,casual,212,17,14,3,0.824,11379.64,netbanking,1,0,0
C100719,new,540,18,10,8,0.556,2082.87,upi,1,0,0
C100720,casual,126,12,8,4,0.667,13484.17,netbanking,1,0,0
C100721,casual,838,139,135,4,0.971,5437.34,card,4,3,0
C100722,casual,760,63,46,17,0.73,9704.42,upi,12,9,0
C100723,loyal,108,6,4,2,0.667,11339.67,upi,1,0,0
C100724,new,707,141,74,67,0.525,2805.25,upi,18,12,0
C100725,casual,106,11,9,2,0.818,8762.9,card,0,0,1
C100726,loyal,649,27,20,7,0.741,47419.27,upi,2,1,0
C100727,casual,79,3,1,2,0.333,4973.42,upi,1,0,0
C100728,loyal,439,21,19,2,0.905,14097.72,card,2,1,0
C100729,casual,592,20,13,7,0.65,1879.51,card,6,4,0
C100730,casual,656,65,46,19,0.708,12405.25,upi,11,7,0
C100731,high_value,377,13,12,1,0.923,103181.08,upi,3,2,0
C100732,casual,829,63,41,22,0.651,12536.03,card,15,6,0
C100733,new,697,24,10,14,0.417,795.8,upi,8,2,0
C100734,high_value,188,7,5,2,0.714,239445.22,card,3,2,1
C100735,loyal,604,60,54,6,0.9,23095.83,upi,4,3,0
C100736,loyal,657,65,57,8,0.877,12504.19,wallet,2,1,0
C100737,new,300,16,7,9,0.438,1626.84,card,5,2,0
C100738,new,664,39,17,22,0.436,1101.36,card,13,5,0
C100739,loyal,808,80,67,13,0.838,31755.5,netbanking,7,5,0
C100740,new,735,66,42,24,0.636,1804.68,wallet,9,6,0
C100741,new,686,25,12,13,0.48,940.98,card,8,2,0
C100742,loyal,571,24,19,5,0.792,38190.27,card,1,0,0
C100743,casual,244,27,16,11,0.593,10208.82,netbanking,6,3,0
C100744,new,715,31,16,15,0.516,268.63,upi,8,2,0
C100745,new,328,41,23,18,0.561,1050.29,card,13,7,0
C100746,casual,479,29,25,4,0.862,2259.26,card,3,2,0
C100747,loyal,283,56,49,7,0.875,10346.68,card,5,4,0
C100748,loyal,282,13,11,2,0.846,12561.51,netbanking,0,0,0
C100749,new,142,15,9,6,0.6,1776.64,card,5,3,0
C100750,new,865,86,52,34,0.605,252.92,card,21,15,0
C100751,casual,133,14,9,5,0.643,13159.02,netbanking,4,2,0
C100752,casual,78,8,7,1,0.875,11632.22,card,0,0,0
C100753,casual,842,140,100,40,0.714,1123.46,upi,16,9,1
C100754,high_value,499,27,25,2,0.926,250635.82,upi,0,0,0
C100755,casual,394,15,11,4,0.733,1143.53,upi,0,0,0
C100756,casual,664,55,41,14,0.745,2528.73,upi,10,7,0
C100757,high_value,345,14,13,1,0.929,395887.25,card,0,0,0
C100758,new,116,6,3,3,0.5,1371.07,netbanking,2,0,0
C100759,high_value,656,59,58,1,0.983,59523.92,upi,0,0,0
C100760,casual,159,26,19,7,0.731,12904.4,netbanking,4,3,0
C100761,casual,498,20,15,5,0.75,13842.83,card,1,0,0
C100762,high_value,854,170,155,15,0.912,241934.2,wallet,8,6,0
C100763,casual,842,56,38,18,0.679,10883.19,upi,13,8,1
C100764,casual,325,65,50,15,0.769,11921.7,upi,12,10,0
C100765,casual,702,29,21,8,0.724,11285.4,card,2,1,0
C100766,loyal,551,19,15,4,0.789,34726.11,card,0,0,0
C100767,casual,431,33,27,6,0.818,12657.58,netbanking,3,2,0
C100768,new,126,10,6,4,0.6,1581.99,netbanking,4,1,0
C100769,loyal,339,17,14,3,0.824,22975.16,upi,0,0,0
C100770,loyal,587,34,27,7,0.794,10203.36,upi,3,2,0
C100771,casual,887,63,47,16,0.746,6020.26,card,6,4,0
C100772,new,5,1,0,1,0.0,247.76,upi,0,0,0
C100773,casual,646,71,42,29,0.592,1885.87,wallet,20,9,0
C100774,new,761,69,40,29,0.58,1407.67,card,12,5,0
C100775,new,856,45,27,18,0.6,2831.02,netbanking,10,5,0
C100776,casual,381,16,8,8,0.5,2477.2,netbanking,4,2,1
C100777,new,107,4,2,2,0.5,821.25,upi,1,0,0
C100778,casual,244,14,10,4,0.714,12621.09,upi,1,0,0
C100779,loyal,765,33,29,4,0.879,30091.48,card,2,1,0
C100780,casual,790,41,32,9,0.78,11623.25,netbanking,5,3,0
C100781,high_value,573,44,39,5,0.886,239817.02,card,4,3,0
C100782,high_value,111,8,6,2,0.75,261375.96,upi,2,1,0
C100783,casual,110,6,3,3,0.5,3256.01,card,0,0,0
C100784,high_value,430,35,34,1,0.971,173298.77,upi,0,0,0
C100785,loyal,529,22,20,2,0.909,41087.77,upi,1,0,1
C100786,casual,30,3,2,1,0.667,1374.75,wallet,1,0,1
C100787,loyal,617,102,81,21,0.794,19416.33,upi,16,8,0
C100788,new,490,28,17,11,0.607,1159.48,upi,7,5,0
C100789,loyal,12,2,1,1,0.5,43729.73,upi,2,1,0
C100790,casual,87,9,5,4,0.556,8134.24,netbanking,1,0,0
C100791,new,409,29,16,13,0.552,2156.2,upi,9,3,0
C100792,casual,650,130,100,30,0.769,11176.07,upi,15,11,0
C100793,high_value,743,74,73,1,0.986,60869.16,upi,0,0,0
C100794,casual,388,21,14,7,0.667,13623.97,card,3,2,0
C100795,new,266,19,9,10,0.474,2472.65,upi,3,1,0
C100796,new,871,32,15,17,0.469,813.2,netbanking,17,7,0
C100797,casual,413,59,39,20,0.661,7783.35,netbanking,15,10,0
C100798,loyal,284,12,11,1,0.917,25407.5,card,3,2,0
C100799,loyal,398,20,18,2,0.9,55332.11,upi,2,1,0
C100800,casual,11,1,0,1,0.0,6359.47,upi,1,0,0
C100801,new,272,12,6,6,0.5,1188.16,upi,2,0,0
C100802,new,464,77,42,35,0.545,2735.74,upi,17,9,0
C100803,casual,826,34,26,8,0.765,9409.71,card,6,4,0
C100804,loyal,664,51,41,10,0.804,16893.48,upi,7,5,1
C100805,loyal,703,33,27,6,0.818,41300.84,upi,7,6,0
C100806,casual,490,40,26,14,0.65,12122.27,upi,8,5,0
C100807,casual,100,7,4,3,0.571,5729.78,upi,3,1,0
C100808,casual,352,16,11,5,0.688,8378.08,upi,3,2,0
C100809,casual,897,32,20,12,0.625,9775.78,upi,4,2,0
C100810,casual,40,1,0,1,0.0,8145.83,card,0,0,0
C100811,loyal,791,34,30,4,0.882,59956.23,upi,6,5,0
C100812,casual,616,34,23,11,0.676,8095.1,upi,8,6,0
C100813,high_value,256,14,12,2,0.857,275180.55,netbanking,0,0,0
C100814,casual,700,24,17,7,0.708,12110.25,card,2,1,0
C100815,new,753,75,38,37,0.507,409.75,netbanking,26,15,0
C100816,new,39,1,0,1,0.0,131.73,upi,2,1,0
C100817,casual,96,4,3,1,0.75,14621.86,upi,0,0,0
C100818,casual,599,29,17,12,0.586,11251.63,upi,3,1,0
C100819,casual,899,47,42,5,0.894,6505.95,card,2,1,0
C100820,loyal,22,1,0,1,0.0,10883.44,netbanking,1,0,1
C100821,casual,599,27,20,7,0.741,3329.6,upi,5,3,0
C100822,loyal,123,17,13,4,0.765,10487.39,upi,2,1,0
C100823,loyal,585,24,22,2,0.917,29822.86,upi,0,0,0
C100824,casual,561,24,17,7,0.708,8767.97,upi,0,0,0
C100825,casual,82,3,2,1,0.667,3248.16,upi,1,0,0
C100826,new,612,21,10,11,0.476,1919.57,wallet,4,1,0
C100827,casual,807,28,19,9,0.679,14359.38,upi,5,4,0
C100828,loyal,777,129,115,14,0.891,59522.52,upi,9,7,0
C100829,high_value,27,1,0,1,0.0,341608.25,card,0,0,0
C100830,casual,222,7,5,2,0.714,7214.37,upi,0,0,1
C100831,casual,217,7,4,3,0.571,8663.73,wallet,1,0,0
C100832,loyal,408,22,17,5,0.773,35165.35,upi,0,0,0
C100833,loyal,129,4,3,1,0.75,17783.34,netbanking,0,0,0
C100834,casual,769,28,21,7,0.75,12961.8,upi,4,3,0
C100835,loyal,699,139,126,13,0.906,43789.55,upi,4,3,0
C100836,new,727,26,15,11,0.577,1913.81,card,10,5,0
C100837,new,179,8,4,4,0.5,660.99,netbanking,2,0,0
